Benchmark	Description	ActualAvgRounds	MinScore	TIME_TO_SEC(timediff(TimeEnd, TimeStart))
ak-driver	Broadcast, pso	1999	10.601999270051126	359
ak-driver	Broadcast, sade	182.5	0.04415288478105639	45
ak-driver	Ageing Extended Barabasi-Albert, pso	1999	10.656158469240992	300
ak-driver	Broadcast, de+pso	272.5	0.04034034118758756	53
ak-driver	Extended Barabasi-Albert, nsga2	1999	17.044998350252506	285
ak-driver	Hypercube, cmaes	1999	15.128264533167401	851
ak-driver	1-2-3 Ring, de+sade	147.7	0.042325143782378394	52
gr-driver	Bidirectional ring, de	1999	0.007396040334114895	358
gr-driver	Broadcast, de	553.3	0.0002231163961750049	96
ak-driver	Hypercube, de+nelder mead	137.1875	0.04408118221031332	60
ak-driver	Ageing Extended Barabasi-Albert, de+sade	185.3	0.03920905740745484	91
gr-driver	Fully Connected, cmaes	1999	140.78940136504497	484
ak-driver	Ageing Extended Barabasi-Albert, ihs	1999	2.8266427559144316	489
gr-driver	Hypercube, pso_gen	1999	25.968158679269486	635
ak-driver	Barabasi-Albert, cmaes	1999	16.540852085153087	468
gr-driver	Rim, de+praxis	0.5	0.0000000000032225333512769794	10
ak-driver	Ageing Extended Barabasi-Albert, de	207.8	0.0423940072971587	54
gr-driver	One-way ring, de	356.4	0.00008124001548703852	94
gr-driver	Hypercube, de+de1220	1999	0.012316072519261478	664
gr-driver	Erdos-Renyi, de	1030.9	0.00017742225697392477	214
gr-driver	Broadcast, sade	351.5	0.00013177592969682017	68
gr-driver	One-way ring, bee_colony	171.5	0.00007492943453302203	46
gr-driver	Broadcast, de1220	357.1	0.0000925417788034677	71
ak-driver	Ageing Extended Barabasi-Albert, bee_colony	82.7	0.039690117978491646	27
gr-driver	Fully Connected, de+sade	276.4	0.00017928983008008714	77
gr-driver	Hypercube, sade	162	0.00017303003865232203	64
gr-driver	Broadcast, bee_colony	36.1	0.00009454785925944176	66
ak-driver	Extended Barabasi-Albert, de+nelder mead	200.6	0.040122991456744916	81
ra-driver	Ageing Extended Barabasi-Albert, pso_gen	1999	87.375264500326	393
ak-driver	Extended Barabasi-Albert, cmaes	1999	16.149087559046592	539
gr-driver	Fully Connected, sade	249.8	0.00010020229643059597	65
ak-driver	Ageing Extended Barabasi-Albert, de+de1220	212.7	0.04408855609737872	55
ra-driver	Ageing Extended Barabasi-Albert, pso	1999	79.70013445099661	322
rb-driver	Bidirectional ring, sade	903.3	0.0013437357543851268	269
rb-driver	Bidirectional ring, pso	1999	2357.003033915766	351
rb-driver	Bidirectional chain, pso_gen	1999	4488.951275727567	379
gr-driver	One-way ring, de+praxis	62.9	0.000000000001990296816245518	22
gr-driver	One-way ring, pso	1999	33.642563698465466	320
gr-driver	Broadcast, ihs	1999	3.886993931824806	391
rb-driver	One-way ring, de+de1220	536.2	0.003079740912640533	133
ak-driver	Ageing Extended Barabasi-Albert, pso_gen	1999	11.188269639131677	300
gr-driver	Hypercube, de+nsga2	258.25	0.00009219414070327225	103
gr-driver	One-way ring, xnes	1999	147.06488627576255	479
ra-driver	Ageing Extended Barabasi-Albert, de+nsga2	192.7	0.29598548619998155	51
gr-driver	Watts-Strogatz, cmaes	1999	130.61403608256862	478
gr-driver	Bidirectional ring, sade	325.7	0.00010709021194643675	91
gr-driver	One-way ring, de+nsga2	1999	0.012320988875106575	398
ra-driver	Extended Barabasi-Albert, de+sade	182	0.30251686392747956	61
gr-driver	Broadcast, de+praxis	586.1	0.00013085820014169247	117
gr-driver	Broadcast, de+nelder mead	663.6	0.00011127605904748261	129
ra-driver	Extended Barabasi-Albert, de+nsga2	187.3	0.3111878657796012	74
ra-driver	Ageing Extended Barabasi-Albert, sade	72	0.29549266151644815	86
ra-driver	Ageing Extended Barabasi-Albert, nsga2	1999	165.0603200149835	342
rb-driver	One-way ring, xnes	1999	69993.70630367035	521
gr-driver	Fully Connected, nsga2	1999	147.05689917953947	306
gr-driver	Fully Connected, xnes	1999	116.00256485345052	477
rb-driver	One-way ring, de+sade	500.3	0.0020731799570231266	120
rb-driver	One-way ring, de1220	507.1	0.003985555509736407	121
ak-driver	Ageing Extended Barabasi-Albert, xnes	1999	16.441952984181007	463
gr-driver	Barabasi-Albert, de+sade	1999	0.019677734558037452	357
rb-driver	One-way ring, de+nelder mead	63.1	0.000379277762202254	20
rb-driver	Bidirectional chain, de+de1220	544.3	0.018696004279353244	121
gr-driver	Broadcast, pso	1999	30.52658264894044	367
gr-driver	Broadcast, xnes	1999	108.84480515283074	409
gr-driver	Watts-Strogatz, xnes	1999	129.29643194635264	442
gr-driver	Watts-Strogatz, de+pso	1999	0.01724102091528279	339
rb-driver	One-way ring, de+praxis	55.1	0.0002972199567562614	42
ra-driver	Extended Barabasi-Albert, de+de1220	175.9	0.24434226076479604	79
ak-driver	Ageing Extended Barabasi-Albert, de+pso	172.1	0.0436627293840357	92
rb-driver	Rim, de1220	468.9	0.0014821505175784005	191
rb-driver	One-way ring, cmaes	1999	86825.1180399853	494
ak-driver	One-way ring, pso_gen	1999	11.021898768748537	321
sw-driver	Broadcast, nsga2	1999	3603.332806168222	308
sw-driver	1-2-3 Ring, xnes	1999	-494260.35435279575	491
gr-driver	Watts-Strogatz, pso_gen	1999	31.911810324825673	374
ak-driver	One-way ring, xnes	1999	14.841426636378385	472
gr-driver	Fully Connected, de+nelder mead	0	0.000018688534938471335	343
ak-driver	Ageing Extended Barabasi-Albert, sade	78	0.03520553266238169	356
ak-driver	Hypercube, de+de1220	135.5625	0.03354455856888494	389
gr-driver	1-2-3 Ring, de+nsga2	1999	0.00985728460782076	758
rb-driver	Barabasi-Albert, de1220	421.3	0.005176533096109824	116
ra-driver	Bidirectional chain, de+pso	188.4	0.31087867681816306	48
sw-driver	Rim, xnes	1999	-447029.7511445198	446
sw-driver	Bidirectional ring, de+de1220	241.2	0.00019831709414575016	70
ak-driver	Ageing Extended Barabasi-Albert, de1220	117.6	0.041484867289892424	36
ra-driver	Fully Connected, de+pso	233.5	0.3097802865793824	57
gr-driver	Broadcast, de+de1220	612.3	0.000044420252313215336	116
sw-driver	Rim, de+pso	399.8	0.00018103898219123948	131
sw-driver	Rim, cmaes	1999	-453971.40785313025	485
rb-driver	Extended Barabasi-Albert, nsga2	1999	123347.5857486321	312
sw-driver	Barabasi-Albert, de+de1220	291.8	0.0001826650222938042	76
sw-driver	Bidirectional ring, pso	1999	2866.3048373600027	362
ra-driver	Barabasi-Albert, ihs	1999	6.144541472652918	463
ra-driver	Broadcast, de+nelder mead	264.7	0.29782080813868106	58
rb-driver	Ageing Extended Barabasi-Albert, de+pso	616.8	0.018947800699288083	179
sw-driver	One-way ring, ihs	1999	14.90033784001389	485
sw-driver	One-way ring, pso_gen	1999	2884.919178652612	371
sw-driver	Watts-Strogatz, de+de1220	295.5	0.00019012780649063643	76
sw-driver	1-2 Ring, de+nsga2	361.4	0.00019130740110995248	94
ra-driver	Rim, xnes	1999	142.83194077014338	482
sw-driver	Erdos-Renyi, sade	272.7	0.00019223368508392014	63
ak-driver	Extended Barabasi-Albert, ihs	1999	2.3111589920423694	469
sw-driver	Barabasi-Albert, bee_colony	88.3	0.00017888765341922408	33
ra-driver	Rim, sade	127.3	0.26755560864415884	39
ra-driver	Rim, bee_colony	41.7	0.3160908069751258	19
ra-driver	Broadcast, nsga2	1999	138.5114922720289	301
ak-driver	1-2-3 Ring, nsga2	1999	16.497206354347053	314
sw-driver	Rim, pso_gen	1999	2969.415477941453	368
gr-driver	Broadcast, de+nsga2	475.6	0.00009891997318534074	91
sw-driver	Bidirectional ring, xnes	1999	-408444.34129557095	519
sw-driver	Bidirectional ring, cmaes	1999	-486039.81382646307	518
gr-driver	1-2 Ring, de+pso	1999	0.03938245756335468	372
ak-driver	One-way ring, de+de1220	118.7	0.04324662896351272	37
ra-driver	Hypercube, bee_colony	19.625	0.2896749312183431	232
sw-driver	One-way ring, sade	224.2	0.000181897783477325	73
sw-driver	One-way ring, de+nsga2	339.6	0.00018979792002937756	101
ra-driver	Rim, de+nelder mead	171.8	0.0000000000003410605131648481	53
rb-driver	Extended Barabasi-Albert, de+pso	621.1	0.027135918786687876	181
rb-driver	Ageing Extended Barabasi-Albert, de+de1220	647.8	0.004644457132806928	185
sw-driver	1-2-3 Ring, nsga2	1999	3915.1120236683405	308
ak-driver	1-2 Ring, sade	140.7	0.04497433043457777	53
gr-driver	Broadcast, de+pso	675.7	0.00009092618249717521	135
sw-driver	Ageing Extended Barabasi-Albert, de1220	200	0.00016944842900556978	62
ak-driver	1-2 Ring, pso	1999	11.266180741663497	344
ak-driver	Rim, de+nsga2	246.4	0.042780988373199325	69
rb-driver	Extended Barabasi-Albert, de+de1220	616.9	0.012421964590113114	159
sw-driver	1-2 Ring, pso_gen	1999	2850.767272839685	354
sw-driver	Hypercube, de+pso	229.8125	0.00019274585793027654	91
gr-driver	Broadcast, pso_gen	1999	29.592450908100957	332
rb-driver	Ageing Extended Barabasi-Albert, de+sade	580.1	0.004251224979323936	177
rb-driver	Barabasi-Albert, de+de1220	611.7	0.0019506520354329194	181
ak-driver	Rim, de+de1220	126.1	0.04153321582806102	43
ra-driver	Barabasi-Albert, pso_gen	1999	75.4463758217398	305
sw-driver	Broadcast, de+de1220	452.2	0.00017030050548783038	91
ra-driver	Rim, nsga2	1999	165.22856717769417	318
ak-driver	One-way ring, sade	132.6	0.045279339677528174	52
gr-driver	1-2 Ring, pso_gen	1999	25.877589001383857	390
ak-driver	Broadcast, de1220	142.5	0.043931253336535026	33
ra-driver	Erdos-Renyi, de+sade	199.5	0.3161125391639814	54
ra-driver	Barabasi-Albert, de	175.6	0.2756459688882842	59
sw-driver	Erdos-Renyi, nsga2	1999	3866.6149236430233	317
sw-driver	Watts-Strogatz, cmaes	1999	-466618.91170439485	494
ak-driver	One-way ring, de+nsga2	246.5	0.04417771587470698	78
gr-driver	Hypercube, ihs	1999	1.154514411707553	874
ak-driver	Rim, de+sade	142.1	0.043186539937761115	53
ak-driver	One-way ring, nsga2	1999	17.45969538729141	315
ak-driver	Rim, pso_gen	1999	11.510647199161731	379
gr-driver	Hypercube, de	1999	0.007396040334114895	722
rb-driver	Rim, ihs	1999	125.74968443251277	471
rb-driver	Extended Barabasi-Albert, de1220	471.4	0.0039015369353948516	149
rb-driver	Barabasi-Albert, de+nelder mead	622.3	0.010700733644980608	182
ra-driver	1-2-3 Ring, nsga2	1999	154.40127663914976	324
gr-driver	Watts-Strogatz, pso	1999	22.54775566639125	374
gr-driver	1-2-3 Ring, nsga2	1999	158.28273242977153	318
gr-driver	Hypercube, cmaes	1999	123.21856437984874	941
ra-driver	1-2-3 Ring, ihs	1999	3.372730965948307	499
ak-driver	One-way ring, de+sade	150.1	0.041768879512130486	43
rb-driver	Barabasi-Albert, de+pso	628	0.009627193420356294	159
ak-driver	One-way ring, de+pso	239	0.04391352436605134	77
ra-driver	Bidirectional chain, ihs	1999	4.032072903173628	477
ak-driver	1-2 Ring, ihs	1999	2.195578898385435	472
ak-driver	1-2 Ring, de1220	118.8	0.03885902848728451	40
rb-driver	Erdos-Renyi, ihs	1999	178.35350557163576	464
ak-driver	1-2-3 Ring, pso	1999	10.582576112427992	318
ra-driver	Rim, cmaes	1999	149.84409707942558	478
ak-driver	Rim, de+praxis	76.8	0.00000015881078541113425	26
ra-driver	Hypercube, nsga2	1999	161.52697022798486	597
sw-driver	Broadcast, cmaes	1999	-494945.2434163386	388
ra-driver	1-2 Ring, de1220	160.8	0.308480460786825	51
sw-driver	1-2 Ring, cmaes	1999	-485388.6957795125	482
ak-driver	Extended Barabasi-Albert, de1220	115.3	0.04493034290444742	48
ak-driver	Broadcast, ihs	1999	5.984181640944293	378
gr-driver	Fully Connected, de	1999	0.027036998028778902	384
ra-driver	Bidirectional chain, de+nelder mead	163.9	0.19157198137025944	46
rb-driver	Extended Barabasi-Albert, cmaes	1999	84194.48757843414	471
ak-driver	Hypercube, bee_colony	56.4375	0.035908118808621214	31
sw-driver	Erdos-Renyi, pso_gen	1999	2840.199376537636	369
ak-driver	One-way ring, de+nelder mead	75.1	0.0000001534755473819871	31
rb-driver	Watts-Strogatz, de+pso	634.3	0.01298453226828921	161
sw-driver	Extended Barabasi-Albert, de+de1220	290.7	0.0001840650656959042	79
ra-driver	Broadcast, de+sade	255.6	0.3158623274319723	51
sw-driver	Ageing Extended Barabasi-Albert, pso_gen	1999	3058.3692941633594	405
sw-driver	Ageing Extended Barabasi-Albert, cmaes	1999	-460865.36264178006	522
ra-driver	Hypercube, de+de1220	132.75	0.2735036459779394	66
ra-driver	1-2 Ring, xnes	1999	145.4945432250023	475
gr-driver	Ageing Extended Barabasi-Albert, de+pso	352.7	0.00009593059169410445	100
ak-driver	Broadcast, de+nelder mead	264.6	0.03806454535002546	60
sw-driver	Bidirectional chain, de+nsga2	287.6	0.00019107090884062927	77
gr-driver	Watts-Strogatz, de+nelder mead	1999	0.014772407722822956	380
gr-driver	Extended Barabasi-Albert, de1220	218.9	0.0000910261776994048	68
sw-driver	Extended Barabasi-Albert, de+pso	299.3	0.00019399667144170962	103
ra-driver	1-2-3 Ring, pso_gen	1999	85.03831843684185	346
ra-driver	Rim, de1220	144.3	0.2703913008185168	43
sw-driver	One-way ring, de+pso	350.2	0.0001918064017445431	95
ra-driver	1-2 Ring, de+sade	150.4	0.2913667767676884	46
sw-driver	Bidirectional ring, de1220	243.3	0.00016603653239144478	69
gr-driver	1-2-3 Ring, de+sade	266.5	0.00014975885379964193	74
sw-driver	Extended Barabasi-Albert, de1220	226.1	0.0001850162025220925	64
gr-driver	Extended Barabasi-Albert, de	319.5	0.00012170852557069622	83
sw-driver	Extended Barabasi-Albert, pso_gen	1999	3099.7710281497625	332
gr-driver	Hypercube, de1220	139.6875	0.0000789641992252621	70
rb-driver	Extended Barabasi-Albert, bee_colony	1999	0.11129029072901964	449
ra-driver	Bidirectional chain, pso	1999	76.27028413187105	321
gr-driver	Watts-Strogatz, de+de1220	1999	0.03199872245312141	362
ra-driver	1-2 Ring, bee_colony	46.8	0.30821210287848544	25
ra-driver	1-2 Ring, cmaes	1999	139.3398883305717	463
ra-driver	Broadcast, de+nsga2	318.2	0.23411811050505094	61
ra-driver	1-2 Ring, sade	125	0.30762462246383393	55
ra-driver	Rim, de+pso	144.4	0.29120298909509756	231
ra-driver	1-2 Ring, nsga2	1999	150.4833692928408	420
ra-driver	1-2 Ring, pso	1999	79.83284549472411	429
ra-driver	1-2 Ring, ihs	1999	5.001600224694869	576
sw-driver	Extended Barabasi-Albert, de+sade	310.6	0.00018064693449559854	190
sw-driver	Extended Barabasi-Albert, de+praxis	312	0.00019523377886798698	189
sw-driver	Extended Barabasi-Albert, nsga2	1999	3759.1370266229383	411
ra-driver	1-2-3 Ring, de+nelder mead	176.7	0.0000000000003979039320256561	55
rb-driver	1-2-3 Ring, pso_gen	1999	6181.145289813308	370
ra-driver	1-2 Ring, de+nelder mead	159.3	0.23488732501746767	62
ra-driver	Rim, de+nsga2	214.8	0.23535301046297263	73
sw-driver	Barabasi-Albert, de+praxis	291.1	0.00016591715484537417	120
sw-driver	Ageing Extended Barabasi-Albert, de+praxis	293.2	0.0001941619402714423	121
sw-driver	Barabasi-Albert, pso	1999	2397.479963931971	399
ra-driver	1-2-3 Ring, de+sade	131.1	0.23851886340565898	46
sw-driver	Extended Barabasi-Albert, sade	70.3	0.0001783850339052151	93
sw-driver	Barabasi-Albert, de+nsga2	280.4	0.00017019131064444082	97
sw-driver	Extended Barabasi-Albert, ihs	1999	52.38076003625065	542
sw-driver	Barabasi-Albert, cmaes	1999	-440336.36016865587	544
gr-driver	Broadcast, de+sade	615.9	0.00010890803949459293	117
sw-driver	Ageing Extended Barabasi-Albert, sade	220.7	0.00017299547289439943	64
ak-driver	One-way ring, de	203	0.037217322595101354	59
ra-driver	Fully Connected, pso	1999	77.42677998478821	318
sw-driver	Ageing Extended Barabasi-Albert, xnes	1999	-466560.1253917229	481
ra-driver	Bidirectional chain, xnes	1999	126.9206948506545	462
ra-driver	1-2 Ring, de+praxis	156.1	0.0000000000005684341886080801	52
gr-driver	Hypercube, de+sade	1999	0.022151242014808892	655
ra-driver	Broadcast, ihs	1999	21.375509089604094	399
ra-driver	Fully Connected, de+nsga2	213.9	0.2547208173369597	64
ra-driver	Rim, de+praxis	130.3	0.0000000000003410605131648481	48
sw-driver	Watts-Strogatz, de+sade	303.8	0.00019348299065313768	79
ra-driver	1-2-3 Ring, cmaes	1999	124.90811781517381	479
ra-driver	1-2-3 Ring, bee_colony	52.1	0.2760451775697561	24
rb-driver	1-2 Ring, de+nsga2	713.9	0.003496546018346306	177
ra-driver	1-2-3 Ring, de1220	168.1	0.2890034928071259	51
ra-driver	Fully Connected, de+nelder mead	135.8	0.2160149136015832	59
ra-driver	Broadcast, de1220	242.5	0.26838594227251633	64
ra-driver	1-2 Ring, de	165.2	0.30793362367597865	53
ra-driver	Hypercube, ihs	1999	3.1207627790277854	969
sw-driver	Erdos-Renyi, xnes	1999	-404455.81924752914	474
gr-driver	Hypercube, nsga2	1999	151.56797751942852	596
ra-driver	Rim, pso_gen	1999	78.5906024229689	318
sw-driver	Rim, de	295.1	0.0001780429774953518	93
sw-driver	Watts-Strogatz, pso	1999	3066.262599139464	320
ra-driver	Fully Connected, bee_colony	54.1	0.28197661535139673	32
gr-driver	Fully Connected, de1220	1999	0.012316072519261478	363
ra-driver	1-2 Ring, de+de1220	149.3	0.2971980652037587	45
ra-driver	Fully Connected, de+sade	146.1	0.3038587379214732	43
sw-driver	Bidirectional ring, pso_gen	1999	2940.7547463652672	325
ra-driver	Broadcast, de+praxis	277.2	0.2916911222376939	54
ra-driver	Broadcast, sade	192.1	0.2707657512293622	41
ra-driver	Rim, pso	1999	82.84134611078956	344
ra-driver	Hypercube, de+nsga2	141.9375	0.22619714149470838	60
ra-driver	1-2 Ring, de+pso	205.6	0.2945398183902057	59
ra-driver	Rim, ihs	1999	5.928771401655098	465
gr-driver	Ageing Extended Barabasi-Albert, de+de1220	406.8	0.00009712381425275307	123
ra-driver	1-2-3 Ring, de+praxis	1999	0.9949590570932969	344
ra-driver	1-2 Ring, pso_gen	1999	74.99902909652347	338
ra-driver	1-2-3 Ring, de+de1220	150.4	0.3154661606791933	47
ra-driver	Broadcast, pso	1999	79.7045730072075	380
ra-driver	Fully Connected, cmaes	1999	147.08631478687872	525
ra-driver	Erdos-Renyi, de+nelder mead	228.7	0.30149001715247437	49
ra-driver	Fully Connected, ihs	1999	7.926501735722667	496
ra-driver	1-2-3 Ring, de+pso	204	0.22986097880334455	57
ra-driver	Hypercube, pso	1999	78.52445250039294	615
ra-driver	Hypercube, pso_gen	1999	78.70269741014656	606
ra-driver	Broadcast, de+de1220	278.1	0.30203674132189917	58
ra-driver	Hypercube, cmaes	1999	146.4422839230655	862
ra-driver	Erdos-Renyi, de+pso	175.3	0.30285490851107966	42
ra-driver	Ageing Extended Barabasi-Albert, de+praxis	173.7	0.2503968230375051	61
ra-driver	Barabasi-Albert, xnes	1999	144.12557779955114	504
ra-driver	Fully Connected, de1220	154.1	0.3004597084824354	47
ra-driver	Barabasi-Albert, cmaes	1999	151.27055834391803	471
ra-driver	Broadcast, xnes	1999	154.99198708306542	381
ra-driver	Barabasi-Albert, bee_colony	49.7	0.3026051828537675	20
sw-driver	Erdos-Renyi, de1220	262.4	0.00018717305465543177	165
sw-driver	Ageing Extended Barabasi-Albert, de+nelder mead	290.7	0.0001382520722472691	196
sw-driver	Barabasi-Albert, nsga2	1999	3682.974522644383	432
ra-driver	Ageing Extended Barabasi-Albert, de+pso	179.9	0.29860504443098534	56
ra-driver	Extended Barabasi-Albert, cmaes	1999	145.8184791527786	503
sw-driver	Extended Barabasi-Albert, de	299.5	0.00018324390021007275	75
ra-driver	Barabasi-Albert, de1220	170.4	0.3051991989662497	58
ra-driver	Broadcast, pso_gen	1999	81.81036424745511	320
ra-driver	Barabasi-Albert, de+de1220	160.2	0.31511055575722935	51
ra-driver	Erdos-Renyi, de+de1220	212.5	0.2986928893912477	47
rb-driver	One-way ring, bee_colony	1999	4.362078420293385	487
ra-driver	Erdos-Renyi, xnes	1999	149.5784327838666	464
ra-driver	Barabasi-Albert, de+nelder mead	184.3	0.3036634696651106	58
ra-driver	Barabasi-Albert, de+nsga2	201.7	0.30368203887820755	62
ra-driver	Extended Barabasi-Albert, xnes	1999	153.18375750699013	452
rb-driver	Ageing Extended Barabasi-Albert, de+praxis	672.8	0.005912003598866891	161
sw-driver	One-way ring, pso	1999	2828.764567337841	352
rb-driver	1-2-3 Ring, ihs	1999	105.85042900600207	461
rb-driver	1-2 Ring, de+praxis	58.3	0.0009578512276875546	29
sw-driver	One-way ring, bee_colony	93.8	0.0001372647739117383	37
ra-driver	Erdos-Renyi, pso_gen	1999	81.94150020129626	351
rb-driver	Rim, de+de1220	531.5	0.0038088530859676254	126
sw-driver	One-way ring, de+sade	250	0.0001551964387545013	66
ra-driver	Broadcast, de+pso	269.4	0.28802895805074513	47
sw-driver	One-way ring, de1220	228.4	0.00014039518009667518	61
ra-driver	Broadcast, bee_colony	80.9	0.09559257294196755	20
ra-driver	Fully Connected, de	199.8	0.29799374819299373	53
sw-driver	Extended Barabasi-Albert, cmaes	1999	-497865.9710534527	457
sw-driver	One-way ring, cmaes	1999	-452830.44978827215	481
sw-driver	Bidirectional ring, ihs	1999	35.90778768743439	478
sw-driver	Erdos-Renyi, pso	1999	3003.316041666863	329
ra-driver	Fully Connected, nsga2	1999	149.45206302638422	286
rb-driver	Rim, de+nelder mead	43.3	0.0011500530881770772	18
sw-driver	Ageing Extended Barabasi-Albert, pso	1999	2767.089845761968	337
ra-driver	Fully Connected, xnes	1999	121.89010828523595	491
ra-driver	Hypercube, de+sade	133.0625	0.29334897613028943	64
rb-driver	1-2 Ring, de+de1220	460.9	0.0018750322637456252	119
sw-driver	Extended Barabasi-Albert, pso	1999	2762.218181346317	366
sw-driver	Extended Barabasi-Albert, de+nsga2	312	0.00019038896971323993	72
sw-driver	Barabasi-Albert, de+pso	306	0.00019790274473052705	75
ra-driver	Barabasi-Albert, sade	134.2	0.2728573590800636	40
ra-driver	Hypercube, de	132.3125	0.2992870267607657	59
sw-driver	Extended Barabasi-Albert, xnes	1999	-449372.1905462075	489
sw-driver	Erdos-Renyi, bee_colony	127.2	0.0001798306948330719	36
sw-driver	Erdos-Renyi, de+praxis	343.9	0.00017718293838697718	80
sw-driver	One-way ring, de	315.1	0.00020126332674408332	77
sw-driver	Ageing Extended Barabasi-Albert, de	303.1	0.00018603483567858348	76
rb-driver	Watts-Strogatz, de+sade	655.5	0.008642504775987133	162
ra-driver	Extended Barabasi-Albert, sade	133.1	0.2352227129004234	37
rb-driver	1-2-3 Ring, de+nelder mead	9.5	0.00037581380720123425	397
sw-driver	Bidirectional ring, de	267.7	0.00019617221914813854	500
sw-driver	Erdos-Renyi, cmaes	1999	-362261.5027997269	892
ra-driver	Barabasi-Albert, de+praxis	161.5	0.3081470763630705	257
sw-driver	Erdos-Renyi, de	327.8	0.0002012115028264816	319
rb-driver	1-2-3 Ring, sade	887.1	0.0019845539433580904	464
sw-driver	One-way ring, nsga2	1999	4120.27980943028	547
gr-driver	Hypercube, de+pso	1999	0.012316072519261478	686
ra-driver	One-way ring, pso	1999	76.99501039895408	370
gr-driver	Watts-Strogatz, de+nsga2	1999	0.007396040334114895	376
gr-driver	Watts-Strogatz, de1220	259.5	0.00008683334056180936	70
sw-driver	Hypercube, de1220	161.75	0.00014837496837571962	74
sw-driver	Fully Connected, pso_gen	1999	2986.316814964374	338
gr-driver	Barabasi-Albert, de+pso	1999	0.02212673343287741	346
ra-driver	Bidirectional ring, de1220	153	0.2478624054256784	58
gr-driver	Hypercube, de+nelder mead	1999	0.024610029557545876	690
gr-driver	Watts-Strogatz, sade	258.1	0.00010332726883710563	70
ak-driver	Broadcast, nsga2	1999	16.806266076915556	308
ra-driver	Bidirectional ring, de+pso	178.6	0.3028605924661463	64
rb-driver	1-2-3 Ring, de+de1220	516.2	0.0035044859526368747	146
rb-driver	Erdos-Renyi, bee_colony	895.3	0.0017212293804263912	181
sw-driver	Watts-Strogatz, bee_colony	84.3	0.0002006139293371234	37
sw-driver	Hypercube, de+sade	211.4375	0.00014870603354211198	99
ak-driver	1-2 Ring, pso_gen	1999	11.159888106786045	350
ra-driver	One-way ring, bee_colony	49.3	0.3148241564609293	20
rb-driver	Hypercube, de+pso	439.625	0.009680945065155384	172
gr-driver	Extended Barabasi-Albert, pso	1999	26.319085054212984	353
ra-driver	Bidirectional ring, pso_gen	1999	87.25526854846721	344
sw-driver	Hypercube, de+praxis	226	0.00019618749956862302	90
ra-driver	Bidirectional ring, bee_colony	51.8	0.22426213434081887	26
ra-driver	Bidirectional ring, de	195.2	0.30077401191692843	59
sw-driver	Hypercube, sade	156.3125	0.00016311104263877496	70
sw-driver	Broadcast, de+pso	456	0.0001606855466889101	88
sw-driver	Broadcast, de+sade	454.3	0.00019196620087313931	99
sw-driver	Broadcast, xnes	1999	-449298.5192569756	419
gr-driver	Watts-Strogatz, bee_colony	154.3	0.00011377630522824145	46
sw-driver	Broadcast, bee_colony	84	0.00013221943481767084	321
gr-driver	Ageing Extended Barabasi-Albert, de+sade	1999	0.0172361119176615	414
ra-driver	Bidirectional ring, xnes	1999	146.5381316978312	516
gr-driver	Watts-Strogatz, de+sade	1999	0.029547282008885678	390
ra-driver	One-way ring, sade	135.8	0.30492801326559515	42
ra-driver	Bidirectional chain, de1220	160.2	0.2757791934637339	47
rb-driver	Ageing Extended Barabasi-Albert, cmaes	1999	62373.090333415945	465
ra-driver	One-way ring, de+sade	132	0.3141529000035064	57
ra-driver	Bidirectional ring, nsga2	125	157.22725540721868	57
gr-driver	Hypercube, de+praxis	262.8125	0.0001134931600886846	133
ra-driver	1-2-3 Ring, pso	1999	85.24926745417378	386
rb-driver	Extended Barabasi-Albert, xnes	1999	56387.48503856294	533
ra-driver	Bidirectional ring, de+de1220	169.6	0.2699595859448891	51
ra-driver	One-way ring, nsga2	1999	148.50775703551844	305
ra-driver	Barabasi-Albert, de+pso	186.6	0.27593177826315696	52
ra-driver	One-way ring, pso_gen	1999	81.08916649315991	354
ra-driver	Fully Connected, de+praxis	131	0.00000000000025579538487363607	44
ra-driver	Bidirectional chain, de	174.1	0.23674013843901776	52
ra-driver	One-way ring, de+praxis	156.6	0.00000000000025579538487363607	48
sw-driver	Bidirectional ring, de+praxis	56.4	0.0000000020500010577961802	140
ra-driver	Erdos-Renyi, de+nsga2	228.5	0.30591926335571884	172
sw-driver	One-way ring, xnes	1999	-449061.07459232816	585
ra-driver	Hypercube, de+pso	130.875	0.2324281082826758	64
gr-driver	Watts-Strogatz, nsga2	1999	168.25761439154235	317
rb-driver	Ageing Extended Barabasi-Albert, de	600.4	0.014914484507346889	136
ra-driver	Hypercube, sade	92.375	0.2864555546601366	43
sw-driver	Fully Connected, pso	1999	2991.846365326604	340
rb-driver	Ageing Extended Barabasi-Albert, de1220	493.7	0.004634460134991753	115
ra-driver	Bidirectional ring, pso	1999	88.82235024112934	344
ra-driver	One-way ring, de+pso	220.6	0.30125502627279843	57
sw-driver	1-2 Ring, de+praxis	54	0.000000000023646862246096134	25
rb-driver	Ageing Extended Barabasi-Albert, pso_gen	1999	3733.987737443442	369
ak-driver	1-2-3 Ring, de+praxis	66.5	0.00000012683200667495953	30
sw-driver	Bidirectional ring, de+pso	362.2	0.0001992169954974088	107
rb-driver	Ageing Extended Barabasi-Albert, de+nelder mead	599.4	0.022141509886718053	164
sw-driver	Rim, de+praxis	69.5	0.0000000000054569682106375694	21
sw-driver	Bidirectional ring, de+sade	234.3	0.0001408795033057686	60
