Benchmark	Description	ActualAvgRounds	MinScore	TIME_TO_SEC(timediff(TimeEnd, TimeStart))
ra-driver	Bidirectional chain, de+pso	178.4	0.289771763052471	51
rb-driver	Bidirectional ring, pso	1999	5706.066189156764	316
rb-driver	Bidirectional chain, de+praxis	56.6	0.000649863208697519	21
ra-driver	Rim, de+de1220	176.4	0.28172396267999034	43
rb-driver	1-2 Ring, de+pso	679.6	0.00821537879336384	155
rb-driver	1-2-3 Ring, de+pso	762.1	0.002306163822258681	176
ra-driver	Bidirectional chain, bee_colony	52.8	0.2832785675794298	20
rb-driver	Fully Connected, de+pso	676.1	0.008300863646883188	150
ra-driver	Ageing Extended Barabasi-Albert, de	143	0.276345834231023	38
ra-driver	Rim, de	184.4	0.31577713744246694	49
rb-driver	Hypercube, de1220	290.6875	0.010123178457408448	104
rb-driver	Broadcast, cmaes	1999	62714.23408767137	359
ra-driver	Extended Barabasi-Albert, de1220	140.2	0.282729880501023	38
rb-driver	One-way ring, xnes	1999	89032.42992351875	432
rb-driver	1-2-3 Ring, de+praxis	60	0.00025608012150277144	25
rb-driver	Hypercube, de+pso	446.0625	0.004148803150620786	162
ra-driver	Bidirectional chain, de+praxis	122.7	0.01726114562740122	35
ra-driver	Barabasi-Albert, de+nelder mead	188.9	0.3091221960775101	50
rb-driver	Hypercube, bee_colony	1999	0.11875561302267867	851
sw-driver	Bidirectional ring, bee_colony	97.1	0.00015756618904561037	29
sw-driver	Bidirectional chain, pso_gen	1999	2715.313615040773	309
sw-driver	Bidirectional chain, bee_colony	96.3	0.00017233807375305332	28
sw-driver	One-way ring, bee_colony	92.6	0.00017593302254681475	30
rb-driver	Hypercube, ihs	1999	74.65434607654976	839
rb-driver	Ageing Extended Barabasi-Albert, cmaes	1999	97474.13980511154	429
rb-driver	Broadcast, de+praxis	1032.4	0.004968404754000881	181
sw-driver	1-2 Ring, pso_gen	1999	2798.4504212596635	365
rb-driver	Fully Connected, sade	936.2	0.0008758813314358798	202
sw-driver	Bidirectional ring, de1220	248.8	0.00020125190076214494	67
rb-driver	Ageing Extended Barabasi-Albert, de+praxis	637.7	0.001551845246651717	146
rb-driver	Extended Barabasi-Albert, nsga2	1999	71004.11510729684	280
rb-driver	Hypercube, cmaes	1999	64390.40288723139	807
sw-driver	1-2-3 Ring, pso	1999	2795.6368674021637	351
sw-driver	Rim, cmaes	1999	-466095.05432473926	483
sw-driver	Rim, xnes	1999	-467310.1241917551	435
rb-driver	Watts-Strogatz, nsga2	1999	115745.01800408468	280
rb-driver	Bidirectional ring, bee_colony	1999	0.00956379437934483	441
rb-driver	Extended Barabasi-Albert, de+nelder mead	605.7	0.011661046495491567	137
rb-driver	Hypercube, nsga2	1999	111974.94773215929	547
rb-driver	Fully Connected, de1220	499.3	0.002405226944537048	116
sw-driver	1-2-3 Ring, de+nelder mead	49.2	0.0000000000027284841053187847	25
sw-driver	Hypercube, de+nsga2	228.3125	0.0001456361624150304	100
rb-driver	Broadcast, ihs	1999	1046.9717668575668	360
rb-driver	Barabasi-Albert, sade	734.3	0.0038559911111957193	166
sw-driver	Fully Connected, pso	1999	3041.4489865487817	324
rb-driver	Ageing Extended Barabasi-Albert, ihs	1999	102.92501598908913	442
rb-driver	Bidirectional ring, de+praxis	68.4	0.00039349909486469147	26
sw-driver	1-2 Ring, de+praxis	76.3	0.0000000000027284841053187847	28
sw-driver	Fully Connected, de+nelder mead	40.4	0.000000000007275957614183426	14
rb-driver	Bidirectional chain, ihs	1999	79.74559823706254	436
sw-driver	1-2-3 Ring, de1220	232	0.00014284832650446333	57
rb-driver	Hypercube, de	452.25	0.0016250379942713321	160
rb-driver	Extended Barabasi-Albert, sade	591.4	0.0030553816358402566	131
sw-driver	One-way ring, pso_gen	1999	2686.4263770519096	328
sw-driver	1-2-3 Ring, nsga2	1999	3780.8380911598415	279
sw-driver	Fully Connected, de+pso	352.7	0.00017922053211805178	83
sw-driver	1-2 Ring, sade	234.2	0.00017169853435916593	56
sw-driver	1-2 Ring, xnes	1999	-442167.2057425281	437
rb-driver	Watts-Strogatz, ihs	1999	103.6230213369542	434
sw-driver	Hypercube, de+de1220	228.1875	0.00017530695004097652	93
rb-driver	Ageing Extended Barabasi-Albert, sade	957.3	0.00114112985782911	217
rb-driver	Barabasi-Albert, de+sade	667.2	0.009217306554416327	148
rb-driver	Ageing Extended Barabasi-Albert, xnes	1999	57507.44499961919	427
sw-driver	Barabasi-Albert, ihs	1999	37.480991464980434	446
ak-driver	Bidirectional chain, de+pso	186.1	0.033826803626809454	62
ak-driver	Rim, ihs	1999	2.2311718264380542	445
ak-driver	Fully Connected, de1220	116.2	0.038581484825304546	35
gr-driver	Extended Barabasi-Albert, de+praxis	318	0.00010086832304545545	93
gr-driver	Erdos-Renyi, de+nelder mead	961.4	0.00005270117183409084	187
ak-driver	Erdos-Renyi, pso_gen	1999	11.56508699609634	357
ak-driver	Erdos-Renyi, ihs	1999	3.8939110415869576	473
ak-driver	Rim, cmaes	1999	15.714714727383955	447
rb-driver	1-2-3 Ring, bee_colony	1999	3.5146828199919695	454
ra-driver	Erdos-Renyi, de+nsga2	252.4	0.2894057859133454	55
ak-driver	Ageing Extended Barabasi-Albert, pso_gen	1999	11.532748035561799	321
ra-driver	Fully Connected, pso_gen	1999	69.85965761181504	326
ak-driver	Rim, pso	1999	10.456241928176818	310
ra-driver	Fully Connected, de+praxis	143.4	0.00407785089743129	55
ra-driver	Fully Connected, nsga2	1999	114.33044314685372	296
ak-driver	1-2 Ring, cmaes	1999	16.160347700616462	437
ak-driver	1-2 Ring, bee_colony	76.4	0.04170061378668466	34
ak-driver	1-2 Ring, de1220	116.8	0.043383856966628276	42
ra-driver	1-2-3 Ring, bee_colony	57.7	0.304009671523886	23
ra-driver	Watts-Strogatz, de+praxis	183.9	0.3150653771718339	47
gr-driver	Erdos-Renyi, de1220	315.2	0.00011064212317923872	62
rb-driver	Hypercube, de+praxis	461.125	0.004137240262634134	183
rb-driver	Erdos-Renyi, cmaes	1999	87215.94955480058	433
ak-driver	Rim, nsga2	1999	16.519987338658805	301
gr-driver	Watts-Strogatz, xnes	1999	91.61214186306594	450
ak-driver	Erdos-Renyi, de+nelder mead	225.8	0.04529035823598493	49
ra-driver	Broadcast, de	261.2	0.27046465223608607	48
sw-driver	Erdos-Renyi, pso_gen	1999	2868.48312310914	329
ak-driver	Erdos-Renyi, xnes	1999	15.794995967271323	457
ak-driver	1-2 Ring, de+nelder mead	87.3	0.0000001649214387278164	29
ra-driver	Bidirectional chain, xnes	1999	136.73062920865908	495
ra-driver	1-2-3 Ring, ihs	1999	4.331345434687705	502
ak-driver	Erdos-Renyi, de	239.4	0.0415990454873314	54
ra-driver	Watts-Strogatz, de1220	32.6	0.2910541723751692	186
ra-driver	Watts-Strogatz, bee_colony	0.6	0.3159668125318831	183
ra-driver	Hypercube, de+nelder mead	48	0.25534567678627695	204
ra-driver	Watts-Strogatz, ihs	1999	5.444311973920037	660
ak-driver	Extended Barabasi-Albert, nsga2	1999	17.22777855231188	326
ak-driver	Erdos-Renyi, pso	1999	10.65028928773283	344
gr-driver	Fully Connected, xnes	1999	105.52339580760871	467
ak-driver	Extended Barabasi-Albert, de+de1220	194.1	0.04318318257065856	55
ra-driver	Erdos-Renyi, de+nelder mead	256.7	0.2466285036666136	64
rb-driver	Bidirectional chain, de+de1220	565.9	0.004067532084304094	144
ra-driver	Erdos-Renyi, de+praxis	204.6	0.28024156868360706	49
ra-driver	Bidirectional ring, de+sade	153.1	0.2935737338813169	46
rb-driver	Erdos-Renyi, bee_colony	180.3	0.009776190906781218	44
sw-driver	Erdos-Renyi, de1220	271.6	0.00017458482216170523	56
ak-driver	Erdos-Renyi, nsga2	1999	17.474071658209848	286
ak-driver	Erdos-Renyi, de+sade	222.4	0.04120041583695455	51
ra-driver	Watts-Strogatz, pso	1999	82.44133784884589	344
ak-driver	Erdos-Renyi, cmaes	1999	16.863622302211088	463
gr-driver	One-way ring, de1220	1999	0.00985728460782076	323
ra-driver	Fully Connected, de+nsga2	215.2	0.2359971098995004	65
gr-driver	Watts-Strogatz, sade	266.5	0.00010349728314174023	84
gr-driver	Erdos-Renyi, de	405.1	0.00006669009773951906	96
gr-driver	Watts-Strogatz, pso	1999	23.569627791415243	407
gr-driver	Hypercube, de+sade	1999	0.04178010156662493	695
ak-driver	Ageing Extended Barabasi-Albert, de	188.9	0.03904490257652826	54
ra-driver	Erdos-Renyi, nsga2	1999	145.73741877649573	308
ra-driver	Erdos-Renyi, ihs	1999	12.766776517013625	469
gr-driver	One-way ring, ihs	1999	1.1693367751963615	462
gr-driver	1-2-3 Ring, de+pso	1999	0.01724102091528279	376
ak-driver	Erdos-Renyi, de1220	121.7	0.041038062454128	40
ak-driver	Extended Barabasi-Albert, de+sade	188.2	0.04490795339207354	62
rb-driver	Bidirectional chain, sade	903	0.0022309802704984583	210
ak-driver	Erdos-Renyi, sade	165.4	0.04042323956406735	40
ra-driver	Hypercube, de+sade	125.9375	0.26635229211950673	59
ra-driver	Hypercube, nsga2	1999	120.57076668443901	567
ak-driver	Erdos-Renyi, de+nsga2	211.1	0.04151531438691025	48
ra-driver	Hypercube, de+praxis	136.8125	0.25903838292020964	69
ra-driver	Hypercube, pso	1999	86.51122546546436	620
ra-driver	Hypercube, pso_gen	1999	85.67898038857113	653
gr-driver	One-way ring, cmaes	1999	93.84205018516188	456
ak-driver	Broadcast, de+nsga2	297.2	0.037853034802072916	69
ak-driver	Barabasi-Albert, pso	1999	11.686021744147121	329
ra-driver	Broadcast, de+nsga2	259.6	0.3089646356267224	53
ra-driver	1-2-3 Ring, pso	1999	88.14132939331053	314
gr-driver	One-way ring, de+de1220	205.9	0.00010787192013594904	53
rb-driver	Rim, de+nsga2	797	0.01042745932951836	196
ra-driver	Bidirectional ring, de+nsga2	1999	0.9949590570932969	357
ra-driver	Fully Connected, bee_colony	45.9	0.2132641650916014	22
rb-driver	Rim, nsga2	1999	80818.65947520886	328
rb-driver	Erdos-Renyi, xnes	1999	98979.1675685645	510
rb-driver	1-2 Ring, ihs	1999	95.74695789282669	520
gr-driver	One-way ring, pso_gen	1999	33.96233996597262	330
ak-driver	Extended Barabasi-Albert, de+pso	194.5	0.04518608167420313	53
sw-driver	Erdos-Renyi, ihs	1999	176.91569110567707	443
gr-driver	Broadcast, de	613.6	0.00016062235404734615	111
ak-driver	Ageing Extended Barabasi-Albert, pso	1999	11.786601379552172	329
ra-driver	Barabasi-Albert, de+sade	170.9	0.20636053360479423	57
ra-driver	Erdos-Renyi, de+pso	245.1	0.27413835996230773	62
ak-driver	Fully Connected, de+pso	235.9	0.03706673689698947	64
gr-driver	Watts-Strogatz, bee_colony	141.3	0.000144929740903188	43
gr-driver	One-way ring, de+sade	276.9	0.00009747998169207239	75
gr-driver	One-way ring, pso	1999	28.477728325955983	297
ra-driver	Fully Connected, cmaes	1999	157.6792313431278	458
rb-driver	Erdos-Renyi, pso	1999	5023.396281090012	361
rb-driver	Bidirectional ring, cmaes	1999	72921.01151455793	460
gr-driver	Broadcast, sade	340.9	0.00009849392296179538	70
ak-driver	Erdos-Renyi, de+de1220	227.1	0.045223841081924565	50
ak-driver	Ageing Extended Barabasi-Albert, de1220	76.2	0.04355873329103277	159
rb-driver	Erdos-Renyi, pso_gen	1999	5851.03658799372	290
gr-driver	One-way ring, bee_colony	214.5	0.0002295073064401132	57
gr-driver	Fully Connected, de	1999	0.00985728460782076	373
rb-driver	Erdos-Renyi, de+nelder mead	797.3	0.004639064239766206	150
gr-driver	Fully Connected, de1220	82.5	0.00007756582957052505	201
gr-driver	Broadcast, de+de1220	694.2	0.0001262740507486093	246
gr-driver	One-way ring, xnes	1999	116.45696106123077	602
ak-driver	Extended Barabasi-Albert, cmaes	1999	15.793302340603518	612
gr-driver	Rim, de+nelder mead	50.7	0.000000000002219113781620763	39
gr-driver	Rim, de+sade	82.5	0.00008546612405180287	141
ak-driver	Broadcast, pso_gen	1999	11.461814362223697	394
gr-driver	Watts-Strogatz, ihs	1999	1.1352154404824142	533
gr-driver	Watts-Strogatz, cmaes	1999	98.34631049329914	537
gr-driver	One-way ring, sade	267.2	0.00008298263628025992	67
ra-driver	1-2-3 Ring, de+pso	205.3	0.19643309219046046	60
ak-driver	Extended Barabasi-Albert, xnes	1999	17.114447107236174	452
ak-driver	Extended Barabasi-Albert, de+nsga2	189.5	0.04299506222303551	62
gr-driver	Erdos-Renyi, sade	304.7	0.00007044330253680453	73
gr-driver	One-way ring, de+nelder mead	62.5	0.000000000001585287456862261	24
rb-driver	Rim, ihs	1999	33.90746318861682	448
gr-driver	One-way ring, de+nsga2	390.8	0.0001081016250453759	107
gr-driver	Erdos-Renyi, pso_gen	1999	33.930408700200445	340
gr-driver	Broadcast, xnes	1999	132.00463288647916	372
gr-driver	Erdos-Renyi, pso	1999	31.755416926534473	325
gr-driver	Fully Connected, sade	248.9	0.00009792555877929932	66
gr-driver	Broadcast, pso_gen	1999	24.018047218399225	344
gr-driver	Erdos-Renyi, de+pso	457.5	0.00005338624140194259	90
gr-driver	Extended Barabasi-Albert, de+de1220	1999	0.007396040334114895	353
ak-driver	Erdos-Renyi, bee_colony	87.7	0.04177619416356437	24
gr-driver	Broadcast, de1220	361.2	0.00012002911169439745	65
ak-driver	Ageing Extended Barabasi-Albert, sade	137.5	0.04439415559000226	38
ra-driver	Erdos-Renyi, pso_gen	1999	79.74586173722363	319
gr-driver	One-way ring, nsga2	1999	146.74470516524127	292
gr-driver	One-way ring, de+praxis	1999	0.007396040334114895	287
gr-driver	Erdos-Renyi, cmaes	1999	105.1866301490565	451
gr-driver	Fully Connected, nsga2	1999	143.40274776933828	289
ak-driver	Erdos-Renyi, de+pso	234.9	0.03613951257079551	52
gr-driver	Hypercube, nsga2	1999	110.8359934894858	522
gr-driver	Watts-Strogatz, de+pso	1999	0.014779776754825669	347
gr-driver	Broadcast, pso	1999	38.31001648523375	336
gr-driver	Erdos-Renyi, ihs	1999	1.8220396458331667	433
gr-driver	Broadcast, ihs	1999	4.837561589804004	368
ra-driver	1-2-3 Ring, nsga2	1999	147.33981126199606	286
gr-driver	Erdos-Renyi, de+de1220	974.6	0.00007661040201034641	200
gr-driver	Erdos-Renyi, xnes	1999	121.80637975841007	470
ra-driver	1-2-3 Ring, cmaes	1999	130.35561893763412	450
ra-driver	1-2-3 Ring, de+nsga2	205.6	0.2494974224519524	51
gr-driver	Erdos-Renyi, nsga2	1999	147.85651819262358	292
ra-driver	Broadcast, pso_gen	1999	79.00796720306757	335
gr-driver	Erdos-Renyi, de+praxis	435.1	0.00007443451260780165	90
ra-driver	1-2 Ring, de+sade	128.7	0.30495560595355187	45
ra-driver	Fully Connected, de	173.9	0.29043397138173077	57
ra-driver	Hypercube, de+pso	123.6875	0.1867469963557653	61
ra-driver	Hypercube, cmaes	1999	148.07520687182202	864
ra-driver	Hypercube, de+nsga2	133.875	0.29440035591599667	59
ra-driver	1-2-3 Ring, de+praxis	153.5	0.0000000000003979039320256561	40
ra-driver	Erdos-Renyi, pso	1999	83.56054158164474	337
gr-driver	Erdos-Renyi, bee_colony	160	0.00009763810859553246	34
ra-driver	1-2-3 Ring, de+sade	156.6	0.2999146160388193	41
ra-driver	Watts-Strogatz, sade	135.3	0.2238322864943143	36
gr-driver	Erdos-Renyi, de+sade	967.7	0.000198372891845211	182
ra-driver	Watts-Strogatz, pso_gen	1999	85.52566029336221	349
gr-driver	Hypercube, de+nelder mead	252.375	0.00010449958437042106	99
gr-driver	Hypercube, de+praxis	254.375	0.00011840577162802735	101
ra-driver	1-2-3 Ring, de+nelder mead	141.8	0.002111382004727602	37
ra-driver	Watts-Strogatz, xnes	1999	152.53595231406283	455
rb-driver	Rim, pso	1999	4416.652502114029	317
ak-driver	Ageing Extended Barabasi-Albert, bee_colony	83.9	0.04489221063202864	33
ra-driver	Erdos-Renyi, de+sade	174.9	0.29273443817467637	47
ra-driver	Hypercube, bee_colony	38.5625	0.3112722161335455	20
ra-driver	Hypercube, ihs	1999	2.0262367938780415	854
ra-driver	Hypercube, sade	86	0.18212074357484198	33
ra-driver	Watts-Strogatz, de+nsga2	201.5	0.30044568169907393	77
gr-driver	Erdos-Renyi, de+nsga2	513.3	0.00011663399077643799	131
ra-driver	Hypercube, xnes	1999	149.30253036703562	898
ra-driver	Hypercube, de+de1220	131.125	0.31644186608522773	54
ra-driver	Extended Barabasi-Albert, nsga2	1999	150.0806603298545	278
ra-driver	Extended Barabasi-Albert, pso	1999	80.97931142142568	349
gr-driver	Fully Connected, de+nelder mead	0.1	0.0000001614808285976821	6
ra-driver	Erdos-Renyi, cmaes	1999	142.4496572706475	452
ra-driver	Erdos-Renyi, xnes	1999	160.54766631102683	488
ra-driver	Watts-Strogatz, cmaes	1999	141.13828122912378	495
gr-driver	Fully Connected, pso	1999	33.96387743603514	325
ra-driver	Erdos-Renyi, sade	154.3	0.3094412874338275	35
ra-driver	Watts-Strogatz, de	184.4	0.29973036813390763	57
rb-driver	Rim, de	562.6	0.011988349238520485	150
rb-driver	Rim, sade	926.5	0.001965636370987791	232
ra-driver	Erdos-Renyi, de1220	187.9	0.31346466466581546	39
rb-driver	Bidirectional ring, de+nsga2	732.8	0.003326623519282644	172
ra-driver	Erdos-Renyi, de	271.2	0.2627562059482784	60
ra-driver	1-2-3 Ring, pso_gen	1999	67.74438884374906	321
ra-driver	Erdos-Renyi, bee_colony	73.6	0.25134732633375734	22
rb-driver	Bidirectional ring, sade	813.6	0.004053088917882748	191
ra-driver	Erdos-Renyi, de+de1220	212.7	0.13500285788092015	43
ra-driver	Fully Connected, sade	123.6	0.29120594295665114	48
ak-driver	Rim, de	195.8	0.040864644145312656	62
ak-driver	Rim, sade	140.3	0.03565513728959191	40
ra-driver	Broadcast, ihs	1999	19.892774743811742	370
ak-driver	Ageing Extended Barabasi-Albert, de+nelder mead	184.6	0.04230699227115453	58
ak-driver	Ageing Extended Barabasi-Albert, xnes	1999	15.206814651805054	473
ra-driver	Broadcast, sade	40.2	0.3160043844238487	94
ak-driver	Ageing Extended Barabasi-Albert, de+praxis	172.8	0.04455072841934227	96
ra-driver	Fully Connected, de1220	176.6	0.2598219611297452	97
ak-driver	Extended Barabasi-Albert, de+nelder mead	208.8	0.04334670861880996	103
ra-driver	Broadcast, pso	1999	72.80499353333171	339
sw-driver	Watts-Strogatz, pso	1999	2988.4824769284132	350
ak-driver	1-2 Ring, de	210.1	0.0420589284724433	58
ak-driver	Rim, de+pso	241.3	0.04258187505410094	63
sw-driver	Ageing Extended Barabasi-Albert, de1220	194.2	0.00016948088523349725	73
sw-driver	Ageing Extended Barabasi-Albert, de+nelder mead	306.6	0.0001812235068427981	99
sw-driver	Ageing Extended Barabasi-Albert, pso_gen	1999	3182.7269668380677	333
ra-driver	Hypercube, de	123.625	0.26719115127215787	61
ra-driver	Broadcast, xnes	1999	148.29132757336944	382
ak-driver	1-2 Ring, de+sade	150.4	0.045252692248887616	49
ra-driver	Fully Connected, de+nelder mead	1999	0.9949590570932969	313
ra-driver	Fully Connected, de+sade	138.4	0.2685387685878027	42
ra-driver	Fully Connected, xnes	1999	115.39704363374793	467
ra-driver	Broadcast, nsga2	1999	149.91534333309224	310
ra-driver	Broadcast, de+pso	303.2	0.2901216227205623	59
ra-driver	Hypercube, de1220	111.25	0.2922116644436983	49
ak-driver	Ageing Extended Barabasi-Albert, cmaes	1999	16.97493845049079	467
ra-driver	Fully Connected, pso	1999	92.364219435779	282
ak-driver	Erdos-Renyi, de+praxis	227.9	0.038836336689812345	50
gr-driver	Broadcast, bee_colony	145.6	0.00010502955974955874	33
ra-driver	Broadcast, de+nelder mead	254.6	0.2950159475842895	49
ra-driver	Broadcast, de1220	228	0.2514242313677073	45
ra-driver	Broadcast, de+de1220	223.5	0.2700738062394805	46
rb-driver	Rim, pso_gen	1999	4108.132480588836	286
rb-driver	1-2 Ring, de	651.7	0.006474566169643352	162
sw-driver	Erdos-Renyi, de+pso	351.1	0.00011721758983185282	77
ak-driver	Ageing Extended Barabasi-Albert, nsga2	1999	16.382016498243694	305
ra-driver	Fully Connected, ihs	1999	6.10070688212619	478
sw-driver	Erdos-Renyi, pso	1999	2999.110311446811	340
rb-driver	Bidirectional ring, nsga2	1999	171178.17599350304	297
ak-driver	One-way ring, pso	1999	11.206729324857218	342
rb-driver	1-2 Ring, pso	1999	5074.653010282826	327
ak-driver	1-2 Ring, sade	140.2	0.04458773747497391	40
ra-driver	Fully Connected, de+de1220	153.7	0.2954269818536659	46
ak-driver	Ageing Extended Barabasi-Albert, de+nsga2	185.1	0.04169296085813601	54
rb-driver	1-2 Ring, de1220	515.3	0.0020953199182314037	131
sw-driver	Erdos-Renyi, de+nelder mead	358.7	0.00017685357943264535	80
sw-driver	Erdos-Renyi, xnes	1999	-431293.38896962884	449
rb-driver	1-2 Ring, sade	881.4	0.0014798710229695492	221
rb-driver	1-2 Ring, xnes	1999	61318.290560715184	480
ak-driver	Ageing Extended Barabasi-Albert, de+de1220	177.2	0.04495431898160662	47
rb-driver	1-2 Ring, de+sade	676.1	0.0012260563177822004	150
ak-driver	1-2 Ring, ihs	1999	2.2950123318686697	450
ak-driver	Ageing Extended Barabasi-Albert, de+pso	198.1	0.0425055056824033	53
rb-driver	1-2-3 Ring, sade	958.9	0.0016366926752497159	227
rb-driver	Erdos-Renyi, de1220	599.9	0.007518568306891875	128
rb-driver	1-2 Ring, nsga2	1999	89464.1631424392	305
rb-driver	Rim, de+de1220	442.1	0.0029043321328344716	103
rb-driver	Erdos-Renyi, de+sade	761	0.012485410452962663	145
ra-driver	Broadcast, de+praxis	257.8	0.2981545241734409	48
sw-driver	Erdos-Renyi, sade	267.4	0.00017664710139797535	489
sw-driver	Erdos-Renyi, de+de1220	357.2	0.00020111492904106854	558
sw-driver	Erdos-Renyi, bee_colony	51.4	0.0001668951863393886	604
sw-driver	Erdos-Renyi, de	355.1	0.0001986458355531795	623
sw-driver	Erdos-Renyi, nsga2	1999	3544.4304775731457	758
sw-driver	Erdos-Renyi, cmaes	1999	-336197.4030282202	941
rb-driver	Erdos-Renyi, nsga2	1999	104640.10492658909	292
rb-driver	1-2-3 Ring, pso	1999	3548.2630948758488	343
ra-driver	Broadcast, bee_colony	81.3	0.1721393629995589	24
ak-driver	1-2 Ring, pso_gen	1999	9.846770903206208	316
rb-driver	Erdos-Renyi, sade	386.2	0.003698756933552437	74
gr-driver	One-way ring, de	1999	0.007396040334114895	371
rb-driver	1-2 Ring, de+de1220	532.8	0.002673374359013597	139
rb-driver	Watts-Strogatz, de	635.1	0.0032347956520904332	158
rb-driver	Erdos-Renyi, de+de1220	754.7	0.014140750450749256	141
rb-driver	Erdos-Renyi, de+praxis	766.7	0.00934254599629341	146
sw-driver	Erdos-Renyi, de+praxis	350.2	0.00019968630658695474	69
ak-driver	Ageing Extended Barabasi-Albert, de+sade	196.8	0.04403795173434988	54
ra-driver	Watts-Strogatz, nsga2	1999	159.40395718849473	290
rb-driver	1-2-3 Ring, nsga2	1999	99662.38178005024	294
ra-driver	Broadcast, de+sade	303.7	0.3081423344046641	56
rb-driver	1-2-3 Ring, cmaes	1999	105668.65519889604	460
rb-driver	1-2 Ring, de+praxis	74.2	0.00018835726764008314	34
rb-driver	Erdos-Renyi, de	743	0.035753046595338164	158
rb-driver	Erdos-Renyi, de+nsga2	828.2	0.005221428017305267	172
rb-driver	1-2 Ring, cmaes	1999	83376.21571173103	459
sw-driver	Fully Connected, ihs	1999	47.90727481175327	449
sw-driver	Hypercube, pso	1999	2636.0705834932805	639
rb-driver	Erdos-Renyi, de+pso	728	0.023489934084315427	149
rb-driver	1-2 Ring, de+nsga2	704	0.0036757690877870872	178
rb-driver	Erdos-Renyi, ihs	1999	175.0983217128934	457
rb-driver	1-2 Ring, pso_gen	1999	4122.029024891803	670
rb-driver	1-2-3 Ring, pso_gen	1999	5953.449356434331	673
ra-driver	Fully Connected, de+pso	224.2	0.2915666125024359	70
rb-driver	Hypercube, de+nsga2	451.5625	0.010595100984054275	183
sw-driver	Fully Connected, pso_gen	1999	2830.8815384695135	302
sw-driver	Erdos-Renyi, de+nsga2	353.6	0.00019779490139626432	71
sw-driver	Watts-Strogatz, de+nsga2	290.9	0.00018043312957161106	81
ra-driver	Broadcast, cmaes	1999	155.83990065779187	380
rb-driver	Rim, cmaes	1999	45346.16355096686	465
sw-driver	Erdos-Renyi, de+sade	332.5	0.0001819540611904813	68
sw-driver	Hypercube, de1220	154.8125	0.00016072038761194563	62
sw-driver	Fully Connected, nsga2	1999	3801.2725158882045	287
ra-driver	Hypercube, de1220	119.625	0.3033338950742177	51
ra-driver	Ageing Extended Barabasi-Albert, de+de1220	181.9	0.31555153001633585	49
rb-driver	1-2-3 Ring, cmaes	1999	60553.7399975871	479
rb-driver	One-way ring, ihs	1999	120.25811187168391	458
ak-driver	Rim, de+pso	257.4	0.04208616066431192	64
ak-driver	Extended Barabasi-Albert, pso	1999	10.762227770426913	814
ak-driver	Extended Barabasi-Albert, pso_gen	1999	10.634842039125921	819
sw-driver	Watts-Strogatz, xnes	1999	-424235.1734938165	459
ak-driver	Ageing Extended Barabasi-Albert, nsga2	1999	15.634636218997649	421
ak-driver	Extended Barabasi-Albert, xnes	1999	16.887434560613517	603
sw-driver	Ageing Extended Barabasi-Albert, bee_colony	108	0.0001898474411063944	35
sw-driver	1-2 Ring, de1220	226.3	0.00019174097178620286	61
sw-driver	Erdos-Renyi, de+nelder mead	347.2	0.00018721121523412876	71
ak-driver	Rim, xnes	1999	15.38164891975979	485
ra-driver	Ageing Extended Barabasi-Albert, de+sade	175.5	0.2903520427387889	46
rb-driver	1-2 Ring, de+nelder mead	63.2	0.0007247156640331848	25
rb-driver	Hypercube, de+nelder mead	261	0.004687974561122103	104
sw-driver	1-2-3 Ring, pso_gen	1999	2949.4795215006	345
ak-driver	Rim, de	187.8	0.04445178808948258	51
ak-driver	Erdos-Renyi, pso_gen	1999	11.794078663074858	370
ak-driver	Erdos-Renyi, ihs	1999	3.8041038684807877	503
sw-driver	Erdos-Renyi, de+pso	344.2	0.00020089445024495944	73
ra-driver	1-2-3 Ring, de	169.3	0.3098122871136866	45
ra-driver	Barabasi-Albert, nsga2	1999	151.38116341492884	380
ra-driver	Extended Barabasi-Albert, pso_gen	1999	84.40924095327945	428
ra-driver	Fully Connected, pso_gen	1999	76.72063850689199	335
ak-driver	Barabasi-Albert, de+pso	190.8	0.04478682808061807	51
gr-driver	Erdos-Renyi, bee_colony	172.9	0.0001062902925479392	43
ra-driver	Rim, de+sade	127.5	0.29683834630174033	41
ra-driver	Watts-Strogatz, de	164.5	0.3026882694402957	59
ra-driver	Watts-Strogatz, de+de1220	165.7	0.3010504298773924	60
ra-driver	Watts-Strogatz, de+nelder mead	175.3	0.2820698848682639	63
rb-driver	Rim, xnes	1999	60700.61439118917	469
rb-driver	Bidirectional ring, de1220	260.9	0.0026943367649091172	80
rb-driver	Bidirectional ring, nsga2	1999	100019.4682936348	311
rb-driver	1-2 Ring, de+sade	664.5	0.003283671489848536	206
rb-driver	1-2 Ring, pso_gen	1999	4584.33998324625	394
ak-driver	Ageing Extended Barabasi-Albert, cmaes	1999	15.811351304681025	484
sw-driver	Watts-Strogatz, de	282.4	0.00017968471820495324	72
ra-driver	Fully Connected, sade	128.1	0.2787602925672843	40
ra-driver	Barabasi-Albert, pso	1999	73.8955088246837	344
gr-driver	1-2 Ring, sade	269.5	0.00016174859650586182	72
ra-driver	Bidirectional ring, de+sade	143.4	0.2854608906991132	37
ra-driver	Broadcast, cmaes	1999	151.65988214894983	388
ak-driver	One-way ring, ihs	1999	2.4416197067559726	467
sw-driver	Rim, ihs	1999	19.124936448044537	480
